MSZoning,LotArea,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,ExterQual,Foundation,BsmtQual,TotalBsmtSF,CentralAir,Electrical,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageCond,SaleType,SaleCondition,SalePrice
RL,10832,2Story,7,1994,1996,Gd,PConc,Gd,712,Y,SBrkr,1895,2,3,1,7,1,2,TA,WD,Normal,194500
RL,8400,2Story,6,1980,1981,TA,CBlock,Gd,650,Y,SBrkr,1564,2,3,1,7,1,2,TA,WD,Normal,171000
RL,8197,1Story,6,1977,1977,TA,CBlock,TA,660,Y,SBrkr,1285,1,3,1,7,1,2,TA,WD,Normal,143500
RL,7677,1Story,5,1953,1953,TA,CBlock,TA,773,Y,SBrkr,773,1,2,1,4,0,1,TA,WD,Abnorml,110000
RL,13518,2Story,9,2008,2009,Ex,PConc,Ex,1926,Y,SBrkr,3140,3,4,1,11,2,3,TA,New,Partial,485000
RL,7200,1.5Fin,5,1937,1950,TA,BrkTil,Gd,731,Y,SBrkr,1768,1,3,1,7,2,1,TA,WD,Normal,175000
RL,12798,2Story,6,1997,1997,TA,PConc,Gd,616,Y,SBrkr,1688,2,4,1,8,0,2,TA,WD,Normal,200000
RM,4800,1Story,4,1916,1990,TA,CBlock,TA,1196,Y,FuseA,1196,1,2,1,5,0,2,TA,WD,Normal,109900
RL,8199,2Story,7,2005,2005,Gd,PConc,Gd,728,Y,SBrkr,1456,2,3,1,7,1,2,TA,WD,Normal,189000
RL,13891,2Story,9,2008,2009,Ex,PConc,Ex,1734,Y,SBrkr,2822,3,4,1,12,1,3,TA,New,Partial,582933
RL,9000,1Story,5,1954,1954,TA,CBlock,TA,936,Y,SBrkr,1128,1,2,1,5,0,1,TA,WD,Family,118000
RL,12274,1Story,7,2008,2008,Gd,PConc,Gd,1417,Y,SBrkr,1428,2,3,1,6,0,2,TA,New,Partial,227680
RL,9750,SLvl,5,1967,1967,TA,PConc,TA,980,Y,SBrkr,980,2,3,1,6,0,1,TA,WD,Normal,135500
RL,21384,2Story,5,1923,2004,TA,CBlock,TA,1324,Y,SBrkr,1576,1,3,1,6,1,2,TA,WD,Normal,223500
RL,13400,SLvl,5,1966,1966,TA,CBlock,TA,1024,Y,SBrkr,1086,1,3,1,6,1,2,TA,WD,Normal,159950
RM,8100,2.5Unf,5,1898,1965,TA,PConc,TA,849,N,FuseA,2138,2,2,3,11,0,2,Po,WD,Normal,106000
RL,10140,1Story,6,1974,1999,TA,CBlock,TA,1040,Y,SBrkr,1309,1,3,1,5,1,2,TA,WD,Normal,181000
RM,4438,1Story,6,2004,2004,Gd,PConc,Gd,848,Y,SBrkr,848,1,1,1,4,1,2,TA,ConLD,Normal,144500
C (all),8712,1Story,5,1952,1952,Fa,CBlock,TA,540,N,FuseA,1044,1,2,1,4,0,2,TA,WD,Alloca,55993
RL,9750,1Story,6,1958,1958,TA,CBlock,TA,1442,Y,SBrkr,1442,1,4,1,7,0,1,TA,COD,Normal,157900
RL,8248,1.5Fin,5,1918,1950,TA,BrkTil,TA,686,Y,SBrkr,1250,1,3,1,7,0,1,TA,WD,Normal,116000
RL,12137,1Story,7,1998,1998,TA,PConc,Gd,1649,Y,SBrkr,1661,2,3,1,6,0,2,TA,WD,Normal,224900
RL,11425,1Story,5,1954,1954,TA,CBlock,TA,1008,Y,SBrkr,1008,1,2,1,4,1,1,TA,WD,Normal,137000
RL,13265,1Story,8,2002,2002,Gd,PConc,Gd,1568,Y,SBrkr,1689,2,3,1,7,2,3,TA,WD,Normal,271000
RL,8816,SLvl,6,1971,1971,TA,CBlock,TA,1010,Y,SBrkr,1052,1,3,1,6,0,2,TA,WD,Normal,155000
RL,6371,1Story,7,2009,2010,Gd,PConc,Gd,1358,Y,SBrkr,1358,2,2,1,6,1,2,TA,New,Partial,224000
RL,7226,2Story,7,2003,2003,Gd,PConc,Gd,798,Y,SBrkr,1640,2,3,1,6,0,2,TA,WD,Normal,183000
RM,6000,1Story,4,1953,1953,Fa,CBlock,Fa,936,N,SBrkr,936,1,2,1,4,0,2,TA,WD,Normal,93000
RL,12394,2Story,7,2003,2003,Gd,PConc,Gd,847,Y,SBrkr,1733,2,3,1,7,1,2,TA,WD,Family,225000
RL,9900,1.5Fin,6,1940,1950,TA,BrkTil,TA,778,Y,SBrkr,1489,2,3,1,7,1,1,TA,WD,Normal,139500
FV,11216,1Story,8,2006,2006,Gd,PConc,Gd,1489,Y,SBrkr,1489,2,3,1,7,1,2,TA,New,Partial,232600
RL,14803,1Story,10,2007,2008,Ex,PConc,Ex,2078,Y,SBrkr,2084,2,2,1,7,1,3,TA,New,Partial,385000
RM,6130,1.5Unf,5,1924,1950,TA,BrkTil,TA,784,Y,SBrkr,784,1,2,1,5,0,0,NA,WD,Normal,109500
RL,8529,1Story,7,2001,2001,Gd,PConc,Gd,1454,Y,SBrkr,1434,2,3,1,6,1,2,TA,WD,Normal,189000
RL,28698,2Story,5,1967,1967,TA,PConc,TA,1013,Y,SBrkr,2126,2,3,1,7,0,2,TA,WD,Abnorml,185000
FV,2544,2Story,7,2005,2005,Gd,PConc,Gd,600,Y,SBrkr,1223,2,2,1,4,0,2,TA,WD,Normal,147400
RL,11900,1Story,6,1957,1957,TA,CBlock,TA,1392,Y,FuseA,1392,1,3,1,6,2,2,TA,WD,Normal,166000
FV,3180,2Story,7,2005,2005,TA,PConc,Gd,600,Y,SBrkr,1200,2,2,1,4,0,2,TA,WD,Normal,151000
RL,9548,2Story,7,2003,2003,Gd,PConc,Gd,941,Y,SBrkr,1829,2,3,1,7,1,2,TA,WD,Normal,237000
RL,10004,1Story,6,1964,1964,TA,CBlock,TA,1516,Y,SBrkr,1516,1,3,1,6,0,2,TA,WD,Normal,167000
RL,7875,1Story,5,1961,1961,TA,CBlock,TA,1144,Y,SBrkr,1144,1,3,1,6,0,2,TA,WD,Normal,139950
RL,9600,1Story,4,1950,1995,TA,CBlock,Gd,1067,Y,SBrkr,1067,2,2,1,4,0,2,TA,WD,Normal,128000
RM,8100,1Story,5,1948,1973,TA,BrkTil,TA,1559,Y,SBrkr,1559,1,2,1,5,0,2,TA,COD,Normal,153500
RM,1680,2Story,6,1973,1973,TA,CBlock,TA,483,Y,SBrkr,987,1,2,1,5,0,1,TA,WD,Normal,100000
RL,9525,1Story,5,1995,2006,TA,PConc,Gd,1099,Y,SBrkr,1099,1,3,1,6,0,1,TA,WD,Normal,144000
RL,11767,1.5Fin,5,1946,1995,TA,CBlock,TA,768,Y,SBrkr,1200,1,3,1,6,0,1,TA,WD,Normal,130500
RH,12155,2Story,6,1925,1950,TA,BrkTil,TA,672,N,SBrkr,1482,2,4,1,7,0,1,TA,WD,Normal,140000
RM,10440,2Story,5,1904,2002,TA,PConc,TA,650,Y,SBrkr,1539,2,3,1,8,1,2,TA,WD,Normal,157500
RL,9020,SLvl,6,1966,1966,TA,CBlock,TA,1127,Y,SBrkr,1165,1,3,1,6,0,2,Gd,WD,Normal,174900
RL,8000,1Story,5,1961,1961,TA,CBlock,TA,1800,N,SBrkr,1800,2,6,2,10,0,0,NA,WD,Normal,141000
RM,12665,1.5Fin,5,1915,1950,TA,BrkTil,TA,876,Y,SBrkr,1416,1,4,1,7,1,3,TA,WD,Normal,153900
RL,16647,SFoyer,5,1975,1981,TA,CBlock,Gd,1390,Y,SBrkr,1701,2,3,1,6,2,2,TA,WD,Normal,171000
RL,9317,2Story,7,1993,1993,Gd,PConc,Gd,740,Y,SBrkr,1775,2,3,1,7,1,2,TA,WD,Normal,213000
RL,15523,1Story,5,1972,1972,TA,CBlock,TA,864,Y,SBrkr,864,1,3,1,5,1,1,TA,WD,Normal,133500
RL,45600,1.5Fin,6,1908,1997,TA,BrkTil,TA,907,Y,SBrkr,2358,3,5,1,10,1,2,TA,WD,Normal,240000
RL,9600,SLvl,6,1976,1994,Gd,CBlock,TA,528,Y,SBrkr,1855,2,3,1,7,1,2,TA,WD,Normal,187000
RM,4435,1Story,6,2003,2003,Gd,PConc,Gd,848,Y,SBrkr,848,1,1,1,3,0,2,TA,WD,Normal,131500
RL,3196,1Story,8,2003,2003,Gd,PConc,Gd,1273,Y,SBrkr,1456,2,2,1,7,1,2,TA,WD,Normal,215000
RL,7128,2.5Unf,7,1941,1950,TA,CBlock,TA,918,Y,SBrkr,1646,2,4,1,7,2,1,TA,WD,Normal,164000
RL,12095,SLvl,6,1964,1964,TA,CBlock,TA,1127,Y,SBrkr,1445,1,3,1,7,1,2,TA,WD,Normal,158000
RL,17920,1Story,5,1955,1974,TA,CBlock,TA,1763,Y,SBrkr,1779,1,3,1,6,1,2,TA,WD,Abnorml,170000
RL,6897,1Story,5,1962,2010,TA,CBlock,TA,1040,Y,SBrkr,1040,1,3,1,6,0,1,TA,WD,Normal,127000
RL,10970,SLvl,6,1978,1978,TA,CBlock,Gd,940,Y,SBrkr,1026,1,3,1,5,0,2,Fa,WD,Normal,147000
RL,8125,2Story,6,1994,1995,TA,PConc,Gd,702,Y,SBrkr,1481,2,3,1,6,1,2,TA,WD,Normal,174000
RL,10400,1Story,7,1976,1976,TA,CBlock,Gd,1090,Y,SBrkr,1370,2,3,1,6,1,2,TA,WD,Family,152000
RL,11029,2Story,6,1968,1984,TA,CBlock,TA,1054,Y,SBrkr,2654,2,4,1,9,1,2,TA,WD,Normal,250000
RL,7642,1.5Fin,7,1918,1998,Gd,BrkTil,TA,912,Y,SBrkr,1426,1,3,1,7,1,1,TA,WD,Normal,189950
RL,11625,1Story,5,1965,1965,TA,PConc,TA,1039,Y,SBrkr,1039,1,3,1,6,0,2,TA,WD,Normal,131500
RL,9672,1Story,6,1984,1985,TA,PConc,Gd,1040,Y,SBrkr,1097,2,3,1,6,0,2,TA,WD,Normal,152000
RL,7931,1Story,5,1959,1959,TA,CBlock,TA,1148,Y,SBrkr,1148,1,3,1,6,0,1,TA,WD,Normal,132500
FV,8640,1Story,7,2007,2008,Gd,PConc,Ex,1372,Y,SBrkr,1372,2,3,1,6,0,2,TA,New,Partial,250580
RL,8750,1Story,5,1970,1970,TA,CBlock,TA,1002,Y,SBrkr,1002,1,3,1,5,0,2,TA,WD,Normal,148500
RL,10656,1Story,8,2006,2007,Gd,PConc,Gd,1638,Y,SBrkr,1646,2,3,1,6,1,3,TA,New,Partial,248900
RL,6970,1Story,4,1961,1961,TA,CBlock,TA,1040,Y,SBrkr,1120,1,3,1,5,0,2,TA,WD,Normal,129000
RL,14762,2Story,5,1948,1950,TA,Slab,NA,0,Y,SBrkr,2320,2,2,1,7,1,2,TA,WD,Normal,169000
RL,9938,2Story,7,1993,1994,Gd,PConc,Gd,1050,Y,SBrkr,1949,2,3,1,8,1,2,TA,WD,Normal,236000
RL,6600,1Story,5,1962,1962,TA,CBlock,TA,894,N,SBrkr,894,1,2,1,5,0,1,TA,WD,Normal,109500
RL,8750,2Story,6,1998,1998,TA,PConc,Gd,804,Y,SBrkr,1682,2,3,1,7,0,2,TA,WD,Normal,200500
RL,8892,1Story,5,1953,1996,Gd,Stone,TA,105,Y,SBrkr,910,1,3,1,5,0,2,TA,WD,Normal,116000
RL,12144,1Story,5,1949,1950,Gd,CBlock,TA,832,Y,SBrkr,1268,1,3,1,6,1,1,TA,WD,Normal,133000
RM,5720,1.5Fin,5,1941,1950,TA,CBlock,TA,676,Y,SBrkr,1131,1,3,1,5,0,1,TA,WD,Abnorml,66500
FV,9000,2Story,8,2007,2007,Gd,PConc,Gd,1184,Y,SBrkr,2610,2,4,1,11,1,2,TA,New,Partial,303477
RL,25286,1Story,4,1963,1963,TA,PConc,TA,1064,Y,SBrkr,1040,1,3,1,5,0,2,TA,WD,Normal,132250
RL,8834,2Story,9,2004,2005,Gd,PConc,Ex,1462,Y,SBrkr,2224,2,4,1,10,1,3,TA,WD,Normal,350000
RL,11782,SFoyer,5,1961,1995,TA,CBlock,TA,1109,Y,SBrkr,1155,1,3,1,6,0,2,TA,WD,Normal,148000
RL,7000,1Story,5,1978,2005,Gd,CBlock,TA,864,Y,SBrkr,864,1,3,1,6,0,1,TA,WD,Normal,136500
RL,7024,1Story,5,2005,2006,TA,PConc,Ex,1090,Y,SBrkr,1090,1,2,1,5,0,2,TA,WD,Normal,157000
RL,13758,1.5Fin,7,1990,1991,Gd,CBlock,Gd,1156,Y,SBrkr,1717,2,3,1,7,1,2,TA,WD,Normal,187500
RL,9636,2Story,6,1992,1993,TA,PConc,Gd,808,Y,SBrkr,1593,2,3,1,7,1,2,TA,WD,Normal,178000
RL,6204,2.5Fin,4,1912,1950,Gd,PConc,TA,795,N,SBrkr,2230,1,5,1,10,0,1,Gd,WD,Normal,118500
RL,7150,1Story,5,1967,1967,TA,CBlock,TA,892,Y,SBrkr,892,1,3,1,5,0,1,TA,WD,Normal,100000
FV,5119,1Story,9,1999,2000,Gd,PConc,Ex,1698,Y,SBrkr,1709,2,2,1,5,1,2,TA,CWD,Abnorml,328900
RL,8393,1Story,5,1959,2005,TA,CBlock,TA,1626,Y,SBrkr,1712,2,4,2,8,0,2,TA,WD,Family,145000
RL,16466,1.5Fin,5,1955,1955,TA,PConc,TA,816,Y,SBrkr,1393,1,3,1,8,0,1,TA,WD,Normal,135500
RL,15865,1Story,8,1970,1970,Gd,PConc,TA,2217,Y,SBrkr,2217,2,4,1,8,1,2,TA,WD,Normal,268000
RL,12160,1Story,6,1953,1953,TA,CBlock,TA,1505,Y,SBrkr,1505,1,2,1,6,1,2,TA,WD,Normal,149500
RL,8064,1.5Fin,5,1949,2006,TA,CBlock,TA,672,Y,SBrkr,924,1,3,1,6,1,2,TA,WD,Normal,122900
RL,11184,2Story,6,1978,1978,TA,CBlock,TA,918,Y,SBrkr,1683,2,3,1,7,1,2,TA,WD,Normal,172500
RL,8414,1Story,6,1963,2003,TA,CBlock,TA,1059,Y,SBrkr,1068,1,3,1,6,0,1,TA,WD,Normal,154500
RL,13284,1Story,5,1954,1954,TA,PConc,Gd,1383,Y,SBrkr,1383,1,3,1,6,1,1,TA,WD,Normal,165000
RL,7018,1Story,5,1979,1979,TA,Slab,NA,0,Y,SBrkr,1535,2,4,2,8,0,2,TA,WD,Alloca,118858
RL,7056,2Story,6,1963,1963,TA,CBlock,TA,780,Y,SBrkr,1796,1,4,1,8,1,2,TA,WD,Normal,140000
RM,8765,1Story,4,1936,1950,TA,BrkTil,TA,951,N,SBrkr,951,1,2,1,6,0,1,TA,WD,Abnorml,106500
RL,7018,2Story,5,1979,1979,TA,Slab,NA,0,Y,SBrkr,2240,2,6,2,12,0,2,TA,WD,Alloca,142953
RL,12919,1Story,9,2009,2010,Ex,PConc,Ex,2330,Y,SBrkr,2364,2,2,1,11,2,3,TA,New,Partial,611657
RL,6993,1Story,5,1961,1994,TA,CBlock,TA,912,Y,SBrkr,1236,1,3,1,6,1,1,TA,WD,Normal,135000
RL,7340,1Story,4,1971,1971,TA,CBlock,TA,858,Y,SBrkr,858,1,2,1,4,0,1,TA,WD,Normal,110000
RL,8712,1Story,5,1957,2000,TA,CBlock,TA,992,Y,SBrkr,1306,1,2,1,5,0,1,TA,WD,Normal,153000
RL,7875,2Story,7,2003,2003,Gd,PConc,Gd,783,Y,SBrkr,1509,2,3,1,8,1,2,TA,WD,Normal,180000
RL,14859,1Story,7,2006,2006,Gd,PConc,Gd,1670,Y,SBrkr,1670,2,3,1,7,1,3,TA,New,Partial,240000
RL,6173,1Story,5,1967,1967,TA,CBlock,TA,876,Y,SBrkr,902,1,3,1,6,0,1,TA,WD,Normal,125500
RL,9920,1Story,5,1954,1954,TA,CBlock,TA,1056,Y,SBrkr,1063,1,3,1,6,0,1,TA,WD,Normal,128000
RL,13501,1Story,8,2006,2006,Gd,PConc,Gd,1623,Y,SBrkr,1636,2,3,1,8,1,3,TA,WD,Normal,255000
RL,11500,1.5Fin,7,1936,1987,Gd,CBlock,Gd,1017,Y,SBrkr,2057,1,3,1,6,1,1,TA,WD,Normal,250000
RL,8885,1Story,5,1983,1983,TA,CBlock,Gd,864,Y,SBrkr,902,1,2,1,5,0,2,TA,WD,Normal,131000
RL,12589,2Story,6,2005,2005,Gd,PConc,Gd,742,Y,SBrkr,1484,2,3,1,8,1,2,TA,WD,Normal,174000
RL,11600,2Story,5,1960,1960,TA,CBlock,TA,1105,Y,FuseA,2274,2,5,2,12,0,2,TA,WD,Normal,154300
RL,9286,1Story,5,1977,1989,TA,CBlock,Gd,1268,Y,SBrkr,1268,1,3,1,5,0,1,TA,WD,Normal,143500
RM,6120,1Story,5,1925,1950,TA,BrkTil,TA,768,N,SBrkr,1015,1,3,1,6,0,1,TA,WD,Abnorml,88000
RH,6270,2Story,5,1949,1950,TA,CBlock,TA,1001,N,FuseA,2002,2,4,2,8,0,3,TA,WD,Normal,145000
FV,3000,2Story,6,2009,2009,Gd,PConc,Gd,612,Y,SBrkr,1224,2,2,1,4,0,2,TA,New,Partial,173733
RM,2001,2Story,4,1970,1970,TA,CBlock,TA,546,Y,SBrkr,1092,1,3,1,6,0,1,TA,WD,Normal,75000
C (all),9000,1Story,2,1949,1950,TA,CBlock,TA,480,N,FuseA,480,0,1,1,4,0,1,TA,WD,Abnorml,35311
RL,17140,1Story,4,1956,1956,TA,CBlock,TA,1134,Y,FuseA,1229,1,3,1,6,0,1,TA,WD,Normal,135000
RL,13125,2Story,7,1991,1991,Gd,PConc,Ex,1104,Y,SBrkr,2127,2,4,1,8,1,3,TA,WD,Normal,238000
RL,11029,1Story,6,1958,2002,Ex,CBlock,Gd,1184,Y,SBrkr,1414,1,3,1,6,1,2,TA,WD,Normal,176500
RL,8462,2Story,6,1994,1994,Gd,PConc,Gd,928,Y,SBrkr,1721,2,3,1,7,0,2,TA,WD,Normal,201000
RL,8777,1.5Fin,5,1900,2003,TA,CBlock,TA,1272,Y,SBrkr,2200,2,4,2,9,0,0,NA,WD,Normal,145900
RL,10237,1Story,6,2005,2006,Gd,PConc,Gd,1316,Y,SBrkr,1316,2,3,1,6,1,2,TA,New,Partial,169990
RL,8012,1Story,6,1993,1994,Gd,PConc,Gd,1604,Y,SBrkr,1617,2,2,1,5,1,2,TA,WD,Normal,193000
RL,10240,1Story,6,1980,1980,TA,CBlock,Gd,1686,Y,SBrkr,1686,2,3,1,7,1,2,TA,WD,Normal,207500
RL,15611,1Story,5,1977,1977,TA,PConc,Gd,1126,Y,SBrkr,1126,2,3,1,6,0,2,TA,WD,Abnorml,175000
RL,11999,2Story,8,2003,2004,Gd,PConc,Gd,1181,Y,SBrkr,2374,2,4,1,10,1,3,TA,WD,Normal,285000
RL,9900,2Story,7,1968,1968,TA,CBlock,TA,832,Y,SBrkr,1978,2,4,1,9,1,2,TA,WD,Normal,176000
RL,11838,1Story,8,2001,2001,Gd,PConc,Gd,1753,Y,SBrkr,1788,2,3,1,7,1,2,TA,WD,Normal,236500
RL,13006,2Story,7,1997,1997,TA,PConc,Gd,964,Y,SBrkr,2236,2,4,1,8,1,2,TA,WD,Normal,222000
RL,8925,1Story,8,2007,2007,Gd,PConc,Gd,1466,Y,SBrkr,1466,2,3,1,7,0,3,TA,WD,Normal,201000
RL,9100,1Story,5,1965,1965,TA,CBlock,TA,925,Y,SBrkr,925,1,2,1,5,0,1,TA,WD,Normal,117500
RL,11670,1Story,9,2006,2006,Ex,PConc,Ex,1905,Y,SBrkr,1905,2,3,1,8,1,3,TA,WD,Normal,320000
RL,8487,1Story,7,2004,2004,Gd,PConc,Gd,1500,Y,SBrkr,1500,2,3,1,6,0,2,TA,WD,Normal,190000
RL,27650,1Story,7,1960,2007,TA,CBlock,Gd,585,Y,SBrkr,2069,2,4,1,9,1,2,TA,WD,Normal,242000
RL,5825,1Story,4,1926,1953,TA,PConc,Fa,600,Y,SBrkr,747,1,1,1,5,0,2,TA,WD,Normal,79900
RL,10083,1Story,7,2003,2003,Gd,PConc,Gd,1176,Y,SBrkr,1200,2,2,1,5,0,2,TA,WD,Normal,184900
RL,9675,2Story,7,2005,2005,Gd,PConc,Gd,1113,Y,SBrkr,1971,2,3,1,8,1,2,TA,WD,Normal,253000
RL,8760,2Story,7,2006,2006,Gd,PConc,Gd,1391,Y,SBrkr,1962,2,3,1,7,0,3,TA,New,Partial,239799
RL,24090,2Story,7,1940,1950,TA,CBlock,TA,1032,Y,SBrkr,2403,2,4,1,10,2,1,TA,COD,Normal,244400
RL,12640,1Story,6,1976,1976,TA,CBlock,TA,1728,Y,SBrkr,1728,2,4,2,8,0,2,TA,WD,Normal,150900
RL,8755,2Story,7,1999,1999,Gd,PConc,Gd,992,Y,SBrkr,2060,2,3,1,8,1,2,TA,WD,Normal,214000
RL,7711,1Story,4,1977,1977,TA,PConc,Gd,1440,Y,SBrkr,1440,2,4,2,8,0,0,NA,Oth,Abnorml,150000
RL,25000,1Story,5,1967,1967,TA,CBlock,TA,1632,Y,SBrkr,1632,2,4,2,8,0,2,TA,WD,Normal,143000
RL,14375,SLvl,6,1958,1958,TA,CBlock,TA,819,Y,FuseA,1344,1,3,1,7,1,2,TA,COD,Abnorml,137500
RM,8820,1.5Fin,5,1890,1996,TA,BrkTil,TA,1088,Y,SBrkr,1869,1,2,1,7,0,2,TA,WD,Normal,124900
RL,8163,SLvl,5,1959,1959,TA,CBlock,TA,1144,Y,SBrkr,1144,1,3,1,6,1,1,TA,WD,Normal,143000
RL,14536,1Story,8,2002,2003,Gd,PConc,Gd,1616,Y,SBrkr,1629,2,3,1,9,1,3,TA,WD,Normal,270000
RL,14006,2Story,7,2002,2002,Gd,PConc,Gd,936,Y,SBrkr,1776,2,3,1,7,1,2,TA,WD,Normal,192500
RL,9360,1Story,6,1972,2006,TA,CBlock,TA,1161,Y,SBrkr,1381,1,3,1,5,1,2,TA,WD,Normal,197500
RL,7200,1Story,5,1950,2002,TA,CBlock,TA,864,Y,SBrkr,864,1,3,1,5,0,2,TA,WD,Normal,129000
RH,7800,1Story,5,1965,1965,TA,CBlock,TA,828,Y,SBrkr,965,1,3,1,6,0,1,TA,WD,Abnorml,119900
RL,7200,SFoyer,5,1972,2003,TA,CBlock,Gd,768,Y,SBrkr,768,1,2,1,5,0,1,TA,WD,Normal,133900
RL,11075,2Story,5,1969,1969,TA,CBlock,TA,784,Y,SBrkr,1968,2,4,1,7,1,2,TA,WD,Normal,172000
RL,9400,SFoyer,6,1975,1975,TA,CBlock,Gd,945,Y,SBrkr,980,2,4,0,4,0,0,NA,WD,AdjLand,127500
RH,7136,2Story,6,1946,1950,TA,CBlock,Gd,979,N,FuseF,1958,2,4,2,8,0,2,TA,WD,Normal,145000
RM,1300,2Story,6,1980,1980,TA,CBlock,Gd,561,Y,SBrkr,1229,1,2,1,5,1,2,TA,WD,Normal,124000
RL,7420,1Story,5,1962,1962,TA,CBlock,TA,1057,Y,SBrkr,1057,1,3,1,6,0,2,TA,WD,Normal,132000
RL,8450,1Story,7,2003,2003,Gd,PConc,Gd,1337,Y,SBrkr,1337,2,3,1,6,0,2,TA,WD,Normal,185000
FV,2572,2Story,7,1999,1999,Gd,PConc,Gd,696,Y,SBrkr,1416,2,3,1,6,0,2,TA,WD,Normal,155000
RL,7207,1Story,5,1958,2008,TA,CBlock,TA,858,Y,SBrkr,858,1,2,1,4,0,0,NA,WD,Normal,116500
RL,12227,2Story,6,1977,1995,TA,CBlock,Gd,1330,Y,SBrkr,2872,2,4,1,11,1,2,TA,WD,Normal,272000
RL,2308,2Story,6,1976,1976,TA,CBlock,Gd,804,Y,SBrkr,1548,2,3,1,7,1,2,TA,WD,Normal,155000
RL,11923,1Story,9,2007,2007,Gd,PConc,Ex,1800,Y,SBrkr,1800,2,2,1,7,0,2,TA,WD,Normal,239000
RL,11316,2Story,7,2002,2003,Gd,PConc,Gd,817,Y,SBrkr,1894,2,4,1,8,1,2,TA,WD,Normal,214900
RL,10237,2Story,6,2005,2007,Gd,PConc,Gd,783,Y,SBrkr,1484,2,3,1,8,1,2,TA,New,Partial,178900
RL,9600,1.5Fin,5,1940,1950,Gd,BrkTil,TA,728,Y,SBrkr,1308,1,2,1,7,2,1,TA,WD,Normal,160000
RL,7390,1Story,5,1955,1955,TA,CBlock,TA,1098,Y,SBrkr,1098,1,3,1,6,0,1,TA,WD,Normal,135000
RM,5925,1.5Fin,3,1910,1950,TA,BrkTil,TA,600,N,SBrkr,968,1,2,1,6,0,0,NA,WD,Abnorml,37900
RL,10382,SLvl,6,1958,1958,TA,CBlock,TA,588,Y,SBrkr,1095,1,2,1,6,0,1,TA,ConLD,Normal,140000
RL,10800,1.5Fin,4,1949,1950,TA,CBlock,TA,720,N,FuseA,1192,1,4,1,6,0,0,NA,WD,Abnorml,135000
RL,2268,2Story,7,2003,2004,Gd,PConc,Gd,764,Y,SBrkr,1626,2,2,1,6,0,2,TA,WD,Normal,173000
RL,7892,1Story,6,1979,1979,TA,CBlock,Gd,918,Y,SBrkr,918,2,2,1,5,1,1,TA,WD,Normal,99500
FV,11639,1Story,7,2007,2008,Gd,PConc,Gd,1428,Y,SBrkr,1428,2,3,1,6,0,2,TA,New,Partial,182000
RL,11414,2Story,7,1910,1993,TA,BrkTil,Gd,728,N,SBrkr,2019,1,3,1,8,0,2,TA,WD,Normal,167500
FV,2651,2Story,7,2000,2000,Gd,PConc,Gd,673,Y,SBrkr,1382,2,3,1,6,0,2,TA,WD,Normal,165000
RL,5900,1Story,4,1923,1958,TA,PConc,Gd,440,Y,FuseA,869,1,2,1,4,0,0,NA,WD,Normal,85500
FV,4274,1Story,7,2006,2007,Gd,PConc,Gd,1241,Y,SBrkr,1241,1,1,1,4,0,2,TA,New,Partial,199900
RL,9450,1Story,4,1954,1954,TA,CBlock,TA,894,Y,SBrkr,894,1,3,1,5,0,2,TA,WD,Abnorml,110000
RL,8816,1Story,5,1963,1963,TA,PConc,TA,1121,Y,SBrkr,1121,1,3,1,5,0,2,TA,WD,Normal,139000
RL,12122,SFoyer,7,1961,2007,Ex,CBlock,TA,944,Y,SBrkr,999,1,3,1,6,0,2,TA,WD,Normal,178400
RL,12203,2Story,8,1998,1999,Gd,PConc,Gd,1225,Y,SBrkr,2612,2,4,1,8,1,3,TA,WD,Normal,336000
RL,3182,1Story,7,2007,2007,Gd,PConc,Gd,1266,Y,SBrkr,1266,2,2,1,6,1,2,TA,WD,Normal,159895
RL,11250,2Story,8,2002,2002,Gd,PConc,Gd,1128,Y,SBrkr,2290,2,4,1,9,1,2,TA,WD,Normal,255900
RL,10125,1.5Fin,5,1977,1977,TA,CBlock,NA,0,Y,SBrkr,1734,2,4,2,8,0,2,TA,COD,Normal,126000
RL,10880,1Story,5,1950,1950,TA,CBlock,TA,1164,N,SBrkr,1164,1,3,1,5,0,1,TA,ConLD,Normal,125000
RM,5310,1.5Fin,6,1910,2003,TA,CBlock,TA,485,Y,SBrkr,1635,1,2,1,5,0,1,TA,WD,Normal,117000
RL,10159,1Story,9,2009,2010,Ex,PConc,Ex,1930,Y,SBrkr,1940,2,3,1,8,1,3,TA,New,Partial,395192
RL,12046,2Story,6,1976,1976,TA,CBlock,TA,848,Y,SBrkr,2030,2,4,1,8,1,2,TA,WD,Normal,195000
FV,8125,2Story,7,2006,2006,Gd,PConc,Gd,770,Y,SBrkr,1576,2,3,1,6,0,2,TA,New,Partial,197000
RL,9452,2Story,8,1997,1998,Gd,PConc,Gd,1396,Y,SBrkr,2392,2,3,1,7,1,3,TA,WD,Normal,348000
RM,17671,2Story,8,1882,1986,Gd,BrkTil,TA,916,Y,SBrkr,1742,1,4,1,8,1,2,TA,WD,Normal,168000
RL,9760,2Story,6,1964,1993,TA,CBlock,TA,822,Y,SBrkr,1851,2,3,1,7,1,2,TA,WD,Normal,187000
